,x,y,z,time,charge,auxiliary
0,114.39,-461.99,328.46,7045,0.2750000059604645,1
1,-166.4,-287.79,429.45,7063,1.3250000476837158,1
2,576.37,170.92,102.57,7090,0.925000011920929,1
3,158.94,-345.23,-402.27,8668,0.925000011920929,1
4,282.18,-325.74,294.2,8742,1.4249999523162842,1
5,411.81,13.0,501.73,8761,1.024999976158142,1
6,-211.35,-404.48,413.52,8884,0.925000011920929,1
7,-256.14,-521.08,223.7,9257,0.9750000238418579,1
8,411.81,13.0,263.44,9666,1.475000023841858,1
9,-132.8,-501.45,244.76,9871,1.8250000476837158,0
10,-132.8,-501.45,244.76,9876,1.774999976158142,0
11,-132.8,-501.45,244.76,9882,1.0750000476837158,0
12,-132.8,-501.45,278.8,9886,0.875,0
13,-132.8,-501.45,261.78,9897,0.375,0
14,-132.8,-501.45,244.76,9907,0.824999988079071,0
15,-132.8,-501.45,278.8,9919,0.32499998807907104,0
16,-132.8,-501.45,227.74,9923,0.675000011920929,0
17,-132.8,-501.45,244.76,9951,1.274999976158142,0
18,-132.8,-501.45,227.74,9961,0.17499999701976776,0
19,-132.8,-501.45,244.76,10003,0.32499998807907104,0
20,-526.63,-15.6,-433.48,10012,0.7250000238418579,1
21,-132.8,-501.45,261.78,10054,0.875,0
22,-132.8,-501.45,193.7,10090,1.3250000476837158,0
23,-132.8,-501.45,261.78,10163,1.125,0
24,-132.8,-501.45,193.7,10199,1.125,0
25,-166.4,-287.79,429.45,10256,0.925000011920929,1
26,35.54,-364.83,-217.16,10393,1.8250000476837158,1
27,-66.7,276.92,157.41,10605,0.7749999761581421,1
28,-211.35,-404.48,192.25,10625,1.0750000476837158,1
29,-256.14,-521.08,172.64,10681,1.774999976158142,1
30,-211.35,-404.48,141.19,10874,0.574999988079071,1
31,-189.98,257.42,433.27,11218,0.925000011920929,1
32,-290.66,-307.38,-193.71,11991,0.42500001192092896,1
33,282.18,-325.74,294.2,12523,1.0750000476837158,1
34,405.83,-306.38,393.01,12681,0.875,1
35,113.19,-60.47,-287.25,13173,0.625,1
36,-234.95,140.44,-385.01,13400,0.9750000238418579,1
37,-256.14,-521.08,342.84,14095,0.625,1
38,106.94,27.09,156.63,14660,0.7250000238418579,1
39,-121.77,-171.03,-195.58,14669,0.2750000059604645,1
40,-368.93,-210.23,415.43,14762,0.2750000059604645,1
41,-9.68,-79.5,-387.69,15501,1.3250000476837158,1
42,-245.65,-190.49,501.48,15642,1.024999976158142,1
