,x,y,z,time,charge,auxiliary
0,72.37,-66.6,-321.03,7084,1.024999976158142,1
1,-413.46,-327.27,57.06,8303,0.22499999403953552,1
2,429.76,351.02,-4.48,8482,1.125,1
3,-481.6,101.39,-417.07,9007,0.925000011920929,1
4,41.6,35.49,99.41,9195,0.32499998807907104,1
5,-256.14,-521.08,-116.72,9201,0.5249999761581421,1
6,72.37,-66.6,-419.15,9234,0.375,1
7,195.03,125.59,501.83,9869,0.2750000059604645,0
8,195.03,125.59,484.81,9936,0.675000011920929,0
9,195.03,125.59,501.83,9937,0.925000011920929,0
10,195.03,125.59,484.81,9948,1.225000023841858,0
11,195.03,125.59,484.81,9952,0.9750000238418579,0
12,22.11,509.5,-108.08,9962,0.9750000238418579,1
13,195.03,125.59,501.83,9998,1.274999976158142,0
14,210.47,-209.77,-234.95,10036,0.625,1
15,195.03,125.59,467.79,10075,0.9750000238418579,0
16,429.76,351.02,284.87,10113,0.7250000238418579,1
17,195.03,125.59,433.75,10253,1.024999976158142,0
18,195.03,125.59,433.75,10259,1.3250000476837158,0
19,195.03,125.59,450.77,10263,0.824999988079071,0
20,195.03,125.59,467.79,10265,0.7749999761581421,0
21,195.03,125.59,433.75,10270,1.225000023841858,0
22,195.03,125.59,450.77,10272,1.475000023841858,0
23,195.03,125.59,433.75,10275,0.875,0
24,195.03,125.59,433.75,10290,0.925000011920929,0
25,195.03,125.59,450.77,10293,0.925000011920929,0
26,195.03,125.59,467.79,10300,1.475000023841858,0
27,195.03,125.59,450.77,10300,0.125,0
28,195.03,125.59,433.75,10305,0.925000011920929,0
29,195.03,125.59,416.73,10309,0.824999988079071,0
30,195.03,125.59,467.79,10310,0.625,0
31,195.03,125.59,416.73,10315,1.5750000476837158,0
32,195.03,125.59,433.75,10320,1.8250000476837158,0
33,195.03,125.59,416.73,10340,2.7750000953674316,0
34,195.03,125.59,450.77,10341,1.274999976158142,0
35,195.03,125.59,450.77,10343,1.725000023841858,0
36,195.03,125.59,433.75,10346,0.7749999761581421,0
37,195.03,125.59,467.79,10349,0.925000011920929,0
38,195.03,125.59,433.75,10352,0.574999988079071,0
39,195.03,125.59,416.73,10360,0.875,0
40,195.03,125.59,433.75,10385,1.625,0
41,195.03,125.59,450.77,10387,0.17499999701976776,0
42,195.03,125.59,433.75,10394,0.22499999403953552,0
43,195.03,125.59,416.73,10395,0.675000011920929,0
44,195.03,125.59,467.79,10397,1.3250000476837158,0
45,195.03,125.59,450.77,10402,1.024999976158142,0
46,195.03,125.59,433.75,10407,0.925000011920929,0
47,195.03,125.59,467.79,10413,0.875,0
48,195.03,125.59,467.79,10415,1.3250000476837158,0
49,195.03,125.59,416.73,10415,0.625,0
50,195.03,125.59,450.77,10417,0.9750000238418579,0
51,195.03,125.59,433.75,10420,1.125,0
52,195.03,125.59,399.71,10420,1.225000023841858,0
53,195.03,125.59,416.73,10421,1.6749999523162842,0
54,195.03,125.59,467.79,10423,0.574999988079071,0
55,195.03,125.59,433.75,10429,1.3250000476837158,0
56,195.03,125.59,416.73,10434,0.925000011920929,0
57,195.03,125.59,416.73,10441,2.2249999046325684,0
58,195.03,125.59,433.75,10445,0.7749999761581421,0
59,195.03,125.59,416.73,10445,0.875,0
60,195.03,125.59,484.81,10453,1.725000023841858,0
61,195.03,125.59,450.77,10455,0.9750000238418579,0
62,195.03,125.59,433.75,10462,0.9750000238418579,0
63,195.03,125.59,416.73,10467,1.024999976158142,0
64,195.03,125.59,450.77,10472,2.5250000953674316,0
65,195.03,125.59,433.75,10472,0.925000011920929,0
66,195.03,125.59,416.73,10475,0.2750000059604645,0
67,195.03,125.59,501.83,10477,0.574999988079071,0
68,195.03,125.59,399.71,10478,0.22499999403953552,0
69,195.03,125.59,433.75,10479,0.375,0
70,195.03,125.59,450.77,10485,1.625,0
71,90.49,82.35,433.58,10486,1.475000023841858,0
72,90.49,82.35,450.6,10488,0.7749999761581421,0
73,195.03,125.59,433.75,10496,0.875,0
74,195.03,125.59,416.73,10515,1.4249999523162842,0
75,195.03,125.59,399.71,10529,0.22499999403953552,0
76,195.03,125.59,450.77,10533,0.574999988079071,0
77,195.03,125.59,433.75,10534,0.7749999761581421,0
78,195.03,125.59,450.77,10539,1.024999976158142,0
79,90.49,82.35,433.58,10542,1.3250000476837158,0
80,90.49,82.35,416.56,10549,1.6749999523162842,0
81,195.03,125.59,433.75,10549,0.5249999761581421,0
82,195.03,125.59,450.77,10552,0.4749999940395355,0
83,195.03,125.59,433.75,10554,2.2249999046325684,0
84,90.49,82.35,467.62,10558,1.0750000476837158,0
85,90.49,82.35,467.62,10565,0.7749999761581421,0
86,90.49,82.35,433.58,10572,1.1749999523162842,0
87,195.03,125.59,450.77,10576,0.375,0
88,90.49,82.35,450.6,10579,0.875,0
89,195.03,125.59,399.71,10585,1.4249999523162842,0
90,90.49,82.35,467.62,10588,1.024999976158142,0
91,195.03,125.59,382.69,10593,0.824999988079071,0
92,90.49,82.35,450.6,10595,1.024999976158142,0
93,195.03,125.59,399.71,10596,0.675000011920929,0
94,195.03,125.59,450.77,10597,2.424999952316284,0
