,x,y,z,time,charge,auxiliary
0,-111.51,159.98,228.2,5976,0.824999988079071,1
1,405.83,-306.38,427.05,6537,1.0750000476837158,1
2,113.19,-60.47,-420.42,6648,0.375,1
3,326.85,-209.07,72.91,6687,0.675000011920929,1
4,113.19,-60.47,-469.48,6901,0.375,1
5,124.97,-131.25,-493.55,7754,0.7250000238418579,1
6,257.31,211.66,95.93,8161,0.17499999701976776,1
7,-211.35,-404.48,39.07,8304,1.0750000476837158,1
8,41.6,35.49,-192.94,8444,0.4749999940395355,1
9,158.94,-345.23,-61.85,8515,1.225000023841858,1
10,90.49,82.35,59.13,8900,1.125,1
11,544.07,55.89,-399.31,8980,1.225000023841858,1
12,72.37,-66.6,-166.84,9217,0.9750000238418579,1
13,326.85,-209.07,277.15,9265,0.574999988079071,1
14,-121.77,-171.03,-433.48,9671,0.7749999761581421,1
15,-66.7,276.92,446.76,9855,0.4749999940395355,0
16,-66.7,276.92,412.72,9865,0.925000011920929,0
17,-66.7,276.92,412.72,9876,2.0250000953674316,0
18,-66.7,276.92,446.76,9884,0.4749999940395355,0
19,-66.7,276.92,429.74,9894,1.0750000476837158,0
20,-66.7,276.92,446.76,9909,0.9750000238418579,0
21,-66.7,276.92,412.72,9980,0.7250000238418579,0
22,-21.97,393.24,465.77,10148,1.024999976158142,1
23,-66.7,276.92,378.68,10221,0.7250000238418579,0
24,-66.7,276.92,378.68,10227,0.2750000059604645,0
25,132.03,202.98,485.72,10305,1.225000023841858,1
26,54.26,292.97,439.45,10320,0.9750000238418579,1
27,282.18,-325.74,55.91,10394,0.7250000238418579,1
28,-189.98,257.42,331.15,10406,1.375,1
29,-313.6,237.44,228.86,11182,0.5249999761581421,1
30,-234.95,140.44,312.84,11300,1.0750000476837158,1
31,132.03,202.98,-467.45,11527,3.4749999046325684,1
32,-437.04,217.8,109.99,11783,0.875,1
33,-358.44,120.56,293.82,11825,0.925000011920929,1
34,-77.8,-54.33,-331.31,12004,1.375,1
35,-132.8,-501.45,500.07,12088,1.225000023841858,1
36,-189.98,257.42,194.98,12090,0.824999988079071,1
37,303.41,335.64,104.46,12172,0.675000011920929,1
38,411.81,13.0,-298.24,12364,1.225000023841858,1
39,-43.27,-267.52,210.77,12571,1.274999976158142,1
40,-211.35,-404.48,39.07,12641,0.574999988079071,1
41,443.6,-194.12,499.65,13140,0.9750000238418579,1
42,371.56,-92.18,331.38,13965,1.6749999523162842,1
43,101.04,412.79,249.1,15302,2.4749999046325684,1
44,101.04,412.79,249.1,15308,2.075000047683716,1
45,132.03,202.98,-467.45,15315,0.675000011920929,1
46,-313.6,237.44,-60.49,15689,0.875,1
47,-9.68,-79.5,-289.57,15724,1.1749999523162842,1
48,-9.68,-79.5,-289.57,15749,5.875,1
49,41.6,35.49,-410.21,16100,0.32499998807907104,1
