,x,y,z,time,charge,auxiliary
0,371.56,-92.18,43.02,5782,1.0750000476837158,1
1,-447.74,-113.13,-503.55,6156,0.875,1
2,338.44,463.72,165.31,6196,0.675000011920929,1
3,-10.97,6.72,120.34,6211,0.875,1
4,54.26,292.97,405.41,6758,0.9750000238418579,1
5,132.03,202.98,-75.97,6933,0.675000011920929,1
6,505.27,257.88,-55.45,7079,0.625,1
7,248.15,-111.87,-12.59,7317,0.4749999940395355,1
8,1.71,-150.63,88.76,7674,0.7749999761581421,1
9,-368.93,-210.23,-78.17,8253,0.9750000238418579,1
10,-334.8,-424.5,364.43,8925,0.32499998807907104,1
11,46.29,-34.88,-452.19,9385,0.4749999940395355,1
12,338.44,463.72,165.31,9872,0.625,0
13,330.03,127.2,-401.23,9893,2.4749999046325684,1
14,330.03,127.2,-401.23,9930,0.824999988079071,1
15,-189.98,257.42,229.02,10254,0.4749999940395355,1
16,106.94,27.09,-497.17,10380,0.4749999940395355,1
17,338.44,463.72,182.33,10417,1.125,0
18,-392.38,334.24,366.63,10601,0.925000011920929,1
19,11.87,179.19,-212.53,11334,0.675000011920929,0
20,11.87,179.19,-229.55,11334,0.7749999761581421,0
21,11.87,179.19,-212.53,11341,0.625,0
22,11.87,179.19,-229.55,11351,1.024999976158142,0
23,11.87,179.19,-212.53,11352,1.524999976158142,0
24,11.87,179.19,-212.53,11355,2.2750000953674316,0
25,11.87,179.19,-229.55,11356,1.524999976158142,0
26,11.87,179.19,-195.51,11366,0.32499998807907104,0
27,11.87,179.19,-212.53,11370,1.8250000476837158,0
28,11.87,179.19,-195.51,11378,0.925000011920929,0
29,11.87,179.19,-212.53,11378,1.9249999523162842,0
30,11.87,179.19,-229.55,11382,0.125,0
31,11.87,179.19,-195.51,11384,1.274999976158142,0
32,11.87,179.19,-212.53,11392,1.024999976158142,0
33,11.87,179.19,-212.53,11399,1.9249999523162842,0
34,11.87,179.19,-246.57,11399,1.625,0
35,11.87,179.19,-229.55,11403,0.4749999940395355,0
36,11.87,179.19,-195.51,11407,0.2750000059604645,0
37,11.87,179.19,-212.53,11407,1.225000023841858,0
38,11.87,179.19,-229.55,11407,1.274999976158142,0
39,11.87,179.19,-195.51,11412,2.625,0
40,11.87,179.19,-212.53,11412,2.674999952316284,0
41,11.87,179.19,-229.55,11418,1.125,0
42,11.87,179.19,-212.53,11427,2.075000047683716,0
43,11.87,179.19,-178.49,11428,0.625,0
44,11.87,179.19,-195.51,11428,1.1749999523162842,0
45,11.87,179.19,-195.51,11436,0.824999988079071,0
46,11.87,179.19,-212.53,11436,1.5750000476837158,0
47,11.87,179.19,-178.49,11437,1.475000023841858,0
48,11.87,179.19,-195.51,11444,1.274999976158142,0
49,11.87,179.19,-178.49,11445,0.42500001192092896,0
50,11.87,179.19,-246.57,11446,0.7749999761581421,0
51,11.87,179.19,-195.51,11450,1.0750000476837158,0
52,11.87,179.19,-229.55,11457,1.5750000476837158,0
53,11.87,179.19,-195.51,11458,0.4749999940395355,0
54,11.87,179.19,-178.49,11461,2.5250000953674316,0
55,11.87,179.19,-178.49,11466,1.475000023841858,0
56,11.87,179.19,-229.55,11478,1.125,0
57,11.87,179.19,-178.49,11483,1.3250000476837158,0
58,11.87,179.19,-178.49,11489,1.024999976158142,0
59,11.87,179.19,-246.57,11490,1.9249999523162842,0
60,11.87,179.19,-178.49,11494,0.4749999940395355,0
61,11.87,179.19,-178.49,11509,1.225000023841858,0
62,11.87,179.19,-229.55,11511,0.675000011920929,0
63,11.87,179.19,-178.49,11514,0.875,0
64,11.87,179.19,-161.47,11518,0.675000011920929,0
65,11.87,179.19,-195.51,11523,0.675000011920929,0
66,11.87,179.19,-178.49,11528,0.875,0
67,11.87,179.19,-195.51,11533,0.925000011920929,0
68,11.87,179.19,-229.55,11545,0.7749999761581421,0
69,11.87,179.19,-246.57,11559,0.17499999701976776,0
70,11.87,179.19,-161.47,11561,0.375,0
71,11.87,179.19,-229.55,11566,1.875,0
72,11.87,179.19,-212.53,11568,0.824999988079071,0
73,11.87,179.19,-195.51,11577,1.024999976158142,0
74,11.87,179.19,-195.51,11596,0.17499999701976776,0
75,11.87,179.19,-212.53,11601,0.42500001192092896,0
76,11.87,179.19,-178.49,11604,1.024999976158142,0
77,11.87,179.19,-212.53,11605,0.9750000238418579,0
78,11.87,179.19,-195.51,11608,0.925000011920929,0
79,11.87,179.19,-195.51,11617,0.5249999761581421,0
80,11.87,179.19,-212.53,11629,1.024999976158142,0
81,11.87,179.19,-178.49,11678,1.9249999523162842,0
82,11.87,179.19,-161.47,11686,0.32499998807907104,0
83,-32.96,62.44,-202.04,11689,1.3250000476837158,0
84,11.87,179.19,-178.49,11690,1.225000023841858,0
85,11.87,179.19,-144.44,11691,1.274999976158142,0
86,11.87,179.19,-144.44,11695,0.42500001192092896,0
87,11.87,179.19,-246.57,11696,1.4249999523162842,0
88,90.49,82.35,-196.19,11700,0.925000011920929,0
89,90.49,82.35,-230.23,11715,0.5249999761581421,0
90,11.87,179.19,-144.44,11726,1.125,0
91,-32.96,62.44,-185.02,11730,0.2750000059604645,0
92,11.87,179.19,-144.44,11731,1.4249999523162842,0
93,-32.96,62.44,-202.04,11732,0.32499998807907104,0
94,11.87,179.19,-161.47,11736,0.125,0
95,90.49,82.35,-196.19,11739,0.42500001192092896,0
96,11.87,179.19,-178.49,11742,0.925000011920929,0
97,90.49,82.35,-247.25,11755,0.5249999761581421,0
98,-32.96,62.44,-202.04,11757,0.875,0
99,-32.96,62.44,-219.06,11762,1.0750000476837158,0
100,-32.96,62.44,-167.99,11764,0.9750000238418579,0
101,11.87,179.19,-212.53,11768,0.824999988079071,0
102,90.49,82.35,-213.21,11774,0.925000011920929,0
103,41.6,35.49,-192.94,11788,0.375,0
104,11.87,179.19,-144.44,11792,0.2750000059604645,0
105,-32.96,62.44,-219.06,11795,0.875,0
106,90.49,82.35,-179.17,11797,0.875,0
107,11.87,179.19,-178.49,11801,1.375,0
108,41.6,35.49,-185.93,11801,0.824999988079071,0
109,41.6,35.49,-199.95,11801,0.9750000238418579,0
110,-32.96,62.44,-202.04,11812,1.4249999523162842,0
111,41.6,35.49,-185.93,11813,1.475000023841858,0
112,11.87,179.19,-263.59,11816,1.1749999523162842,0
113,11.87,179.19,-144.44,11817,1.274999976158142,0
114,11.87,179.19,-178.49,11825,0.625,0
115,-32.96,62.44,-167.99,11830,1.625,0
116,11.87,179.19,-280.61,11836,1.1749999523162842,0
117,90.49,82.35,-213.21,11839,0.42500001192092896,0
118,-32.96,62.44,-219.06,11849,0.625,0
119,41.6,35.49,-157.9,11853,1.375,0
120,90.49,82.35,-230.23,11854,1.225000023841858,0
121,41.6,35.49,-171.92,11854,0.17499999701976776,0
122,90.49,82.35,-162.14,11856,1.024999976158142,0
123,-32.96,62.44,-236.08,11858,1.375,0
124,-32.96,62.44,-185.02,11859,0.7749999761581421,0
125,11.87,179.19,-297.63,11861,1.225000023841858,0
126,41.6,35.49,-242.0,11864,0.42500001192092896,0
127,-32.96,62.44,-167.99,11872,1.125,0
128,41.6,35.49,-249.01,11872,0.925000011920929,0
129,90.49,82.35,-196.19,11883,0.875,0
130,11.87,179.19,-212.53,11886,0.7250000238418579,0
131,41.6,35.49,-249.01,11899,0.375,0
132,41.6,35.49,-234.99,11900,0.824999988079071,0
133,41.6,35.49,-185.93,11901,0.9750000238418579,0
134,90.49,82.35,-230.23,11910,0.625,0
135,41.6,35.49,-178.93,11912,1.274999976158142,0
136,11.87,179.19,-144.44,11915,0.375,0
137,41.6,35.49,-164.91,11917,0.4749999940395355,0
138,41.6,35.49,-185.93,11928,0.574999988079071,0
139,41.6,35.49,-213.97,11938,1.375,0
140,90.49,82.35,-162.14,11946,0.7749999761581421,0
141,11.87,179.19,-280.61,11960,1.3250000476837158,0
142,41.6,35.49,-234.99,11961,0.4749999940395355,0
143,90.49,82.35,-179.17,11964,0.375,0
144,41.6,35.49,-270.04,11976,0.4749999940395355,0
145,-111.51,159.98,-214.34,11977,1.225000023841858,0
146,-32.96,62.44,-202.04,11980,0.875,0
147,41.6,35.49,-220.98,11980,1.1749999523162842,0
148,41.6,35.49,-157.9,11983,0.574999988079071,0
149,-10.97,6.72,-234.09,11983,0.824999988079071,0
150,90.49,82.35,-128.1,11992,0.824999988079071,0
151,106.94,27.09,-195.8,11992,1.024999976158142,0
152,-111.51,159.98,-163.27,12000,1.024999976158142,0
153,41.6,35.49,-227.99,12009,1.0750000476837158,0
154,41.6,35.49,-256.02,12013,1.225000023841858,0
155,41.6,35.49,-164.91,12022,0.22499999403953552,0
156,41.6,35.49,-157.9,12023,0.7749999761581421,0
157,106.94,27.09,-195.8,12023,0.125,0
158,41.6,35.49,-199.95,12025,0.925000011920929,0
159,41.6,35.49,-185.93,12030,0.9750000238418579,0
160,41.6,35.49,-157.9,12032,0.9750000238418579,0
161,90.49,82.35,-145.12,12035,0.675000011920929,0
162,132.03,202.98,-229.16,12035,0.625,1
163,-32.96,62.44,-150.97,12037,1.225000023841858,0
164,11.87,179.19,-161.47,12046,1.1749999523162842,0
165,41.6,35.49,-291.06,12051,0.925000011920929,0
166,41.6,35.49,-206.96,12052,1.125,0
167,11.87,179.19,-178.49,12056,1.0750000476837158,0
168,-10.97,6.72,-213.07,12067,0.7250000238418579,0
169,-10.97,6.72,-227.09,12067,0.574999988079071,0
170,-10.97,6.72,-297.17,12067,0.4749999940395355,0
171,41.6,35.49,-249.01,12070,1.274999976158142,0
172,41.6,35.49,-164.91,12076,0.22499999403953552,0
173,41.6,35.49,-171.92,12078,0.824999988079071,0
174,41.6,35.49,-192.94,12080,0.9750000238418579,0
175,-32.96,62.44,-150.97,12084,1.3250000476837158,0
176,11.87,179.19,-195.51,12084,1.1749999523162842,0
177,-66.7,276.92,-46.84,12087,0.675000011920929,1
178,106.94,27.09,-251.87,12091,0.32499998807907104,1
179,106.94,27.09,-202.81,12092,0.7250000238418579,0
180,41.6,35.49,-227.99,12096,0.824999988079071,0
181,41.6,35.49,-298.07,12097,0.925000011920929,0
182,90.49,82.35,-179.17,12099,1.274999976158142,0
183,11.87,179.19,-144.44,12103,0.9750000238418579,0
184,41.6,35.49,-164.91,12109,0.925000011920929,0
185,41.6,35.49,-157.9,12111,0.375,0
186,106.94,27.09,-188.8,12111,0.32499998807907104,0
187,90.49,82.35,-145.12,12114,0.9750000238418579,0
188,-10.97,6.72,-213.07,12117,0.574999988079071,0
189,106.94,27.09,-279.91,12123,0.7250000238418579,1
190,-10.97,6.72,-171.02,12132,1.125,0
191,11.87,179.19,-331.67,12134,0.875,0
192,-32.96,62.44,-202.04,12145,1.225000023841858,0
193,-10.97,6.72,-164.01,12148,1.1749999523162842,0
194,-111.51,159.98,-180.3,12149,0.7250000238418579,0
195,41.6,35.49,-171.92,12161,1.225000023841858,0
196,41.6,35.49,-256.02,12165,1.3250000476837158,0
