,x,y,z,time,charge,auxiliary
0,-324.39,-93.43,227.8,6718,0.5249999761581421,1
1,210.47,-209.77,377.8,6994,1.024999976158142,1
2,194.34,-30.92,-23.55,7587,0.22499999403953552,1
3,1.71,-150.63,361.09,7731,1.1749999523162842,1
4,-166.4,-287.79,463.49,7971,0.32499998807907104,1
5,114.39,-461.99,-386.41,8549,1.0750000476837158,1
6,-211.35,-404.48,-233.27,8768,0.574999988079071,1
7,-437.04,217.8,-434.68,8797,0.875,1
8,-245.65,-190.49,92.99,9133,1.274999976158142,1
9,-245.65,-190.49,92.99,9170,0.5249999761581421,1
10,132.03,202.98,213.38,9701,1.125,1
11,79.41,-248.24,-284.05,9865,1.0750000476837158,1
12,-211.35,-404.48,447.56,9866,0.824999988079071,1
13,-166.4,-287.79,497.78,9868,1.024999976158142,0
14,-43.27,-267.52,500.43,9872,1.4249999523162842,0
15,-324.39,-93.43,227.8,10006,2.075000047683716,1
16,-403.14,3.49,246.49,10074,1.125,1
17,1.71,-150.63,463.21,10149,1.3250000476837158,0
18,1.71,-150.63,463.21,10153,0.875,0
19,1.71,-150.63,480.23,10156,0.7749999761581421,0
20,1.71,-150.63,463.21,10165,0.574999988079071,0
21,1.71,-150.63,463.21,10171,2.4749999046325684,0
22,1.71,-150.63,463.21,10175,2.625,0
23,1.71,-150.63,463.21,10181,0.9750000238418579,0
24,1.71,-150.63,463.21,10192,0.875,0
25,1.71,-150.63,463.21,10195,1.1749999523162842,0
26,1.71,-150.63,446.19,10201,1.125,0
27,1.71,-150.63,463.21,10214,1.875,0
28,1.71,-150.63,480.23,10224,0.925000011920929,0
29,1.71,-150.63,480.23,10226,4.324999809265137,0
30,1.71,-150.63,463.21,10228,1.4249999523162842,0
31,1.71,-150.63,480.23,10236,2.125,0
32,1.71,-150.63,463.21,10238,2.875,0
33,1.71,-150.63,480.23,10248,0.9750000238418579,0
34,1.71,-150.63,446.19,10248,0.824999988079071,0
35,1.71,-150.63,463.21,10249,0.875,0
36,1.71,-150.63,463.21,10260,1.375,0
37,1.71,-150.63,463.21,10263,0.675000011920929,0
38,1.71,-150.63,446.19,10263,0.22499999403953552,0
39,1.71,-150.63,480.23,10266,0.7749999761581421,0
40,1.71,-150.63,446.19,10271,0.4749999940395355,0
41,1.71,-150.63,463.21,10284,0.7250000238418579,0
42,1.71,-150.63,446.19,10287,0.125,0
43,1.71,-150.63,429.17,10293,0.925000011920929,0
44,1.71,-150.63,429.17,10297,0.925000011920929,0
45,1.71,-150.63,446.19,10301,0.375,0
46,1.71,-150.63,480.23,10309,0.42500001192092896,0
47,1.71,-150.63,463.21,10309,0.9750000238418579,0
48,1.71,-150.63,497.25,10314,0.9750000238418579,0
49,1.71,-150.63,446.19,10317,0.22499999403953552,0
50,1.71,-150.63,429.17,10317,0.574999988079071,0
51,1.71,-150.63,429.17,10320,0.2750000059604645,0
52,1.71,-150.63,463.21,10325,0.925000011920929,0
53,1.71,-150.63,463.21,10327,1.125,0
54,1.71,-150.63,446.19,10372,0.5249999761581421,0
55,1.71,-150.63,412.15,10375,0.7749999761581421,0
56,1.71,-150.63,412.15,10379,1.274999976158142,0
57,-43.27,-267.52,466.08,10403,1.774999976158142,0
58,1.71,-150.63,412.15,10405,0.7749999761581421,0
59,1.71,-150.63,497.25,10406,0.375,0
60,1.71,-150.63,446.19,10417,1.475000023841858,0
61,-43.27,-267.52,466.08,10432,0.925000011920929,0
62,1.71,-150.63,497.25,10435,0.375,0
63,1.71,-150.63,429.17,10463,1.975000023841858,0
64,1.71,-150.63,412.15,10477,1.625,0
65,1.71,-150.63,497.25,10484,0.7749999761581421,0
66,1.71,-150.63,446.19,10497,0.824999988079071,0
67,1.71,-150.63,497.25,10502,0.7749999761581421,0
68,1.71,-150.63,429.17,10536,1.1749999523162842,0
69,1.71,-150.63,412.15,10539,0.42500001192092896,0
70,1.71,-150.63,446.19,10547,1.274999976158142,0
71,1.71,-150.63,497.25,10572,0.7749999761581421,0
72,1.71,-150.63,446.19,10587,1.274999976158142,0
73,1.71,-150.63,497.25,10612,1.3250000476837158,0
74,124.97,-131.25,425.57,10638,0.4749999940395355,0
75,124.97,-131.25,425.57,10695,0.5249999761581421,0
76,1.71,-150.63,480.23,10713,1.475000023841858,0
77,124.97,-131.25,476.63,10731,0.7250000238418579,0
78,124.97,-131.25,408.55,10741,0.7749999761581421,0
79,124.97,-131.25,459.61,10772,1.125,0
80,124.97,-131.25,459.61,10860,1.225000023841858,0
81,124.97,-131.25,493.65,10864,1.024999976158142,0
82,1.71,-150.63,378.11,10896,0.675000011920929,0
83,124.97,-131.25,459.61,10943,1.225000023841858,0
84,194.34,-30.92,367.93,10987,0.7749999761581421,0
85,194.34,-30.92,384.95,10989,1.375,0
86,1.71,-150.63,497.25,10993,0.9750000238418579,0
87,194.34,-30.92,384.95,11002,0.675000011920929,0
88,194.34,-30.92,384.95,11007,1.1749999523162842,0
89,194.34,-30.92,418.99,11018,1.0750000476837158,0
90,194.34,-30.92,384.95,11023,1.5750000476837158,0
91,194.34,-30.92,384.95,11026,0.574999988079071,0
92,194.34,-30.92,418.99,11032,0.375,0
93,194.34,-30.92,384.95,11047,1.274999976158142,0
94,194.34,-30.92,367.93,11050,0.7749999761581421,0
95,194.34,-30.92,436.01,11052,1.274999976158142,0
96,194.34,-30.92,384.95,11054,0.875,0
97,194.34,-30.92,418.99,11056,0.875,0
98,194.34,-30.92,384.95,11062,0.574999988079071,0
99,46.29,-34.88,500.97,11065,0.22499999403953552,1
100,194.34,-30.92,384.95,11070,0.7250000238418579,0
101,194.34,-30.92,350.91,11082,1.125,0
102,194.34,-30.92,384.95,11084,1.0750000476837158,0
103,194.34,-30.92,350.91,11128,0.2750000059604645,0
104,194.34,-30.92,401.97,11135,0.7749999761581421,0
105,194.34,-30.92,384.95,11152,1.274999976158142,0
106,194.34,-30.92,418.99,11157,1.024999976158142,0
107,124.97,-131.25,357.49,11158,1.375,1
108,194.34,-30.92,384.95,11207,0.375,0
109,-32.96,62.44,138.38,11208,1.0750000476837158,1
110,194.34,-30.92,436.01,11209,1.274999976158142,0
111,194.34,-30.92,401.97,11222,1.225000023841858,0
112,124.97,-131.25,493.65,11226,0.7749999761581421,0
113,194.34,-30.92,384.95,11229,0.9750000238418579,0
114,194.34,-30.92,350.91,11230,1.125,0
115,194.34,-30.92,487.07,11231,0.42500001192092896,1
116,46.29,-34.88,432.89,11400,0.824999988079071,1
117,194.34,-30.92,384.95,11401,0.9750000238418579,0
118,292.9,5.2,355.24,11466,0.7250000238418579,0
119,292.9,5.2,338.22,11560,0.875,0
120,194.34,-30.92,333.89,11562,0.9750000238418579,0
121,330.03,127.2,313.64,11624,1.225000023841858,0
122,330.03,127.2,313.64,11629,1.8250000476837158,0
123,330.03,127.2,313.64,11631,1.975000023841858,0
124,330.03,127.2,313.64,11634,4.125,0
125,330.03,127.2,313.64,11643,1.975000023841858,0
126,330.03,127.2,313.64,11651,2.2249999046325684,0
127,330.03,127.2,296.62,11657,0.9750000238418579,0
128,330.03,127.2,330.66,11665,2.325000047683716,0
129,330.03,127.2,296.62,11666,0.7749999761581421,0
130,330.03,127.2,330.66,11668,1.8250000476837158,0
131,330.03,127.2,313.64,11672,0.7749999761581421,0
132,330.03,127.2,296.62,11674,1.475000023841858,0
133,330.03,127.2,330.66,11677,2.875,0
134,292.9,5.2,287.16,11679,1.4249999523162842,0
135,330.03,127.2,313.64,11679,1.125,0
136,330.03,127.2,330.66,11685,2.075000047683716,0
137,330.03,127.2,296.62,11686,1.875,0
138,330.03,127.2,330.66,11691,0.625,0
139,330.03,127.2,296.62,11696,1.1749999523162842,0
140,330.03,127.2,296.62,11699,2.2750000953674316,0
141,330.03,127.2,330.66,11709,1.875,0
142,330.03,127.2,330.66,11715,0.925000011920929,0
143,330.03,127.2,347.68,11726,0.7250000238418579,0
144,330.03,127.2,296.62,11726,0.42500001192092896,0
145,330.03,127.2,296.62,11730,0.5249999761581421,0
146,330.03,127.2,296.62,11746,1.125,0
147,195.03,125.59,331.63,11750,0.375,0
148,330.03,127.2,347.68,11750,0.7749999761581421,0
149,330.03,127.2,347.68,11756,0.875,0
150,330.03,127.2,330.66,11760,0.2750000059604645,0
151,31.25,-72.93,-460.5,11771,1.125,1
152,330.03,127.2,347.68,11803,1.0750000476837158,0
153,330.03,127.2,330.66,11846,0.875,0
154,330.03,127.2,262.58,11855,1.274999976158142,0
155,46.29,-34.88,364.81,11861,0.824999988079071,1
156,330.03,127.2,262.58,11867,0.125,0
157,330.03,127.2,347.68,11875,0.7749999761581421,0
158,330.03,127.2,364.7,11876,0.42500001192092896,0
159,330.03,127.2,279.6,11906,0.875,0
160,330.03,127.2,364.7,11927,1.4249999523162842,0
161,-481.6,101.39,-178.78,11935,0.7749999761581421,1
162,330.03,127.2,313.64,11938,1.0750000476837158,0
163,330.03,127.2,262.58,11951,1.475000023841858,0
164,292.9,5.2,304.18,12017,1.125,0
165,330.03,127.2,313.64,12067,1.0750000476837158,0
166,194.34,-30.92,333.89,12069,1.274999976158142,0
167,330.03,127.2,330.66,12100,0.7250000238418579,0
168,382.35,238.9,277.27,12118,1.3250000476837158,0
169,382.35,238.9,277.27,12126,2.2249999046325684,0
170,382.35,238.9,294.3,12130,0.2750000059604645,0
171,382.35,238.9,260.25,12130,0.5249999761581421,0
172,382.35,238.9,277.27,12132,2.875,0
173,382.35,238.9,260.25,12137,1.0750000476837158,0
174,382.35,238.9,277.27,12141,3.7249999046325684,0
175,382.35,238.9,260.25,12142,1.725000023841858,0
176,382.35,238.9,294.3,12147,2.125,0
177,382.35,238.9,260.25,12148,2.575000047683716,0
178,382.35,238.9,277.27,12151,0.925000011920929,0
179,382.35,238.9,260.25,12154,1.375,0
180,382.35,238.9,294.3,12155,1.4249999523162842,0
181,-313.6,237.44,126.74,12159,0.875,1
182,382.35,238.9,294.3,12161,0.9750000238418579,0
183,382.35,238.9,277.27,12161,2.174999952316284,0
184,382.35,238.9,260.25,12163,1.125,0
185,382.35,238.9,294.3,12172,0.7749999761581421,0
186,382.35,238.9,260.25,12173,2.674999952316284,0
187,382.35,238.9,294.3,12178,0.925000011920929,0
188,382.35,238.9,243.23,12178,1.1749999523162842,0
189,382.35,238.9,294.3,12182,1.274999976158142,0
190,382.35,238.9,294.3,12186,0.925000011920929,0
191,382.35,238.9,277.27,12187,1.274999976158142,0
192,382.35,238.9,243.23,12188,2.424999952316284,0
193,382.35,238.9,311.32,12192,1.274999976158142,0
194,382.35,238.9,277.27,12196,1.0750000476837158,0
195,382.35,238.9,294.3,12197,0.925000011920929,0
196,195.03,125.59,382.69,12200,0.17499999701976776,1
197,330.03,127.2,364.7,12203,1.274999976158142,0
198,382.35,238.9,294.3,12212,1.5750000476837158,0
199,382.35,238.9,277.27,12220,0.875,0
200,1.71,-150.63,446.19,12233,0.42500001192092896,0
201,382.35,238.9,294.3,12243,0.9750000238418579,0
202,382.35,238.9,311.32,12244,0.7250000238418579,0
203,292.9,5.2,321.2,12262,0.7250000238418579,0
204,382.35,238.9,260.25,12276,1.6749999523162842,0
205,382.35,238.9,243.23,12283,0.9750000238418579,0
206,257.31,211.66,300.18,12287,1.0750000476837158,0
207,382.35,238.9,277.27,12290,2.4749999046325684,0
208,382.35,238.9,277.27,12294,0.824999988079071,0
209,382.35,238.9,328.34,12296,1.1749999523162842,0
210,382.35,238.9,328.34,12301,0.574999988079071,0
211,382.35,238.9,311.32,12306,2.125,0
212,330.03,127.2,313.64,12311,1.524999976158142,0
213,382.35,238.9,311.32,12312,0.625,0
214,195.03,125.59,263.54,12315,0.4749999940395355,1
215,382.35,238.9,294.3,12316,1.274999976158142,0
216,382.35,238.9,226.21,12318,1.225000023841858,0
217,330.03,127.2,279.6,12320,0.824999988079071,0
218,382.35,238.9,277.27,12323,0.5249999761581421,0
219,382.35,238.9,345.36,12330,1.0750000476837158,0
220,382.35,238.9,277.27,12330,0.7749999761581421,0
221,382.35,238.9,260.25,12333,1.725000023841858,0
222,382.35,238.9,260.25,12336,1.024999976158142,0
223,330.03,127.2,313.64,12342,0.7250000238418579,0
224,330.03,127.2,279.6,12364,2.2750000953674316,0
225,382.35,238.9,243.23,12364,1.625,0
226,382.35,238.9,277.27,12372,0.9750000238418579,0
227,382.35,238.9,294.3,12374,0.4749999940395355,0
228,-245.65,-190.49,92.99,12377,1.225000023841858,1
229,382.35,238.9,243.23,12380,0.925000011920929,0
230,382.35,238.9,243.23,12386,1.375,0
231,382.35,238.9,260.25,12392,0.824999988079071,0
232,382.35,238.9,345.36,12394,0.574999988079071,0
233,382.35,238.9,260.25,12394,1.024999976158142,0
234,382.35,238.9,362.38,12399,1.1749999523162842,0
235,382.35,238.9,260.25,12400,0.625,0
236,411.81,13.0,331.53,12436,0.875,1
237,382.35,238.9,243.23,12443,1.024999976158142,0
238,382.35,238.9,209.19,12446,1.0750000476837158,0
239,330.03,127.2,296.62,12447,1.475000023841858,0
240,382.35,238.9,362.38,12449,0.925000011920929,0
241,382.35,238.9,260.25,12454,0.32499998807907104,0
242,505.27,257.88,250.92,12488,0.9750000238418579,0
243,472.05,127.9,265.98,12494,1.524999976158142,1
244,382.35,238.9,226.21,12502,1.5750000476837158,0
245,382.35,238.9,294.3,12512,1.524999976158142,0
246,382.35,238.9,226.21,12535,0.7749999761581421,0
247,505.27,257.88,267.94,12536,1.225000023841858,0
248,505.27,257.88,233.9,12538,0.32499998807907104,0
249,330.03,127.2,279.6,12539,1.0750000476837158,0
250,382.35,238.9,277.27,12542,0.7250000238418579,0
251,505.27,257.88,233.9,12561,0.375,0
252,505.27,257.88,250.92,12563,0.675000011920929,0
253,505.27,257.88,284.96,12576,0.5249999761581421,0
254,505.27,257.88,216.88,12577,1.1749999523162842,0
255,330.03,127.2,279.6,12583,1.1749999523162842,0
256,382.35,238.9,260.25,12583,0.925000011920929,0
257,382.35,238.9,311.32,12584,0.875,0
258,382.35,238.9,328.34,12597,0.375,0
259,257.31,211.66,266.13,12626,0.42500001192092896,0
260,382.35,238.9,243.23,12644,1.475000023841858,0
261,330.03,127.2,228.53,12664,0.675000011920929,0
262,382.35,238.9,277.27,12674,0.625,0
263,382.35,238.9,294.3,12685,1.375,0
264,257.31,211.66,351.24,12687,1.375,0
265,505.27,257.88,267.94,12694,1.375,0
266,257.31,211.66,334.22,12709,0.7250000238418579,0
267,505.27,257.88,182.84,12731,0.925000011920929,0
268,382.35,238.9,294.3,12735,0.9750000238418579,0
269,195.03,125.59,314.61,12741,0.7250000238418579,0
270,382.35,238.9,260.25,12751,0.675000011920929,0
271,429.76,351.02,284.87,12764,0.7250000238418579,0
272,505.27,257.88,216.88,12781,0.625,0
273,382.35,238.9,226.21,12786,1.0750000476837158,0
274,382.35,238.9,260.25,12808,0.675000011920929,0
275,382.35,238.9,260.25,12833,0.7749999761581421,0
276,382.35,238.9,243.23,12844,0.7749999761581421,0
277,382.35,238.9,260.25,12845,0.675000011920929,0
278,472.05,127.9,146.84,12859,1.1749999523162842,1
279,-413.46,-327.27,448.53,12917,0.2750000059604645,1
280,257.31,211.66,232.09,12931,0.9750000238418579,0
281,472.05,127.9,351.09,12937,1.475000023841858,0
282,505.27,257.88,182.84,12944,1.1749999523162842,0
283,505.27,257.88,216.88,12954,0.625,0
284,429.76,351.02,318.92,13011,0.9750000238418579,0
285,330.03,127.2,364.7,13013,0.9750000238418579,0
286,257.31,211.66,283.16,13037,0.5249999761581421,0
287,505.27,257.88,301.99,13059,0.925000011920929,0
288,429.76,351.02,233.81,13087,0.925000011920929,1
289,429.76,351.02,335.94,13101,0.5249999761581421,0
290,210.47,-209.77,411.84,13114,1.225000023841858,1
291,1.71,-150.63,446.19,13202,0.625,0
292,472.05,127.9,334.07,13261,1.3250000476837158,0
293,505.27,257.88,165.82,13302,0.7749999761581421,0
294,257.31,211.66,266.13,13396,1.274999976158142,0
295,472.05,127.9,317.05,13555,0.925000011920929,0
296,303.41,335.64,223.6,13614,0.22499999403953552,1
297,382.35,238.9,328.34,13629,0.42500001192092896,0
298,382.35,238.9,345.36,13811,1.225000023841858,0
299,429.76,351.02,165.73,13915,0.625,1
300,505.27,257.88,165.82,13993,0.675000011920929,0
301,132.03,202.98,213.38,14064,0.2750000059604645,1
302,106.94,27.09,176.65,14126,0.9750000238418579,1
303,-32.96,62.44,308.59,14129,0.925000011920929,1
304,1.71,-150.63,-404.85,14246,1.1749999523162842,1
305,90.49,82.35,127.21,14291,0.574999988079071,1
306,382.35,238.9,260.25,14308,0.9750000238418579,0
307,382.35,238.9,260.25,14314,0.675000011920929,0
308,330.03,127.2,109.39,14401,0.925000011920929,1
309,544.07,55.89,281.52,14433,0.7250000238418579,1
310,257.31,211.66,-448.74,15274,0.875,1
311,-403.14,3.49,331.6,15329,1.225000023841858,1
312,90.49,82.35,-230.23,15374,1.0750000476837158,1
313,-32.96,62.44,36.25,15877,1.375,1
